"","GEOID","NAME","CT_num","county","state","med_income"
"1","36005000100","Census Tract 1, Bronx County, New York","Census Tract 1"," Bronx County"," New York",NA
"2","36005000200","Census Tract 2, Bronx County, New York","Census Tract 2"," Bronx County"," New York",59914
"3","36005000400","Census Tract 4, Bronx County, New York","Census Tract 4"," Bronx County"," New York",82073
"4","36005001600","Census Tract 16, Bronx County, New York","Census Tract 16"," Bronx County"," New York",35802
"5","36005001900","Census Tract 19, Bronx County, New York","Census Tract 19"," Bronx County"," New York",42075
"6","36005002000","Census Tract 20, Bronx County, New York","Census Tract 20"," Bronx County"," New York",24447
"7","36005002300","Census Tract 23, Bronx County, New York","Census Tract 23"," Bronx County"," New York",18032
"8","36005002400","Census Tract 24, Bronx County, New York","Census Tract 24"," Bronx County"," New York",NA
"9","36005002500","Census Tract 25, Bronx County, New York","Census Tract 25"," Bronx County"," New York",24530
"10","36005002701","Census Tract 27.01, Bronx County, New York","Census Tract 27.01"," Bronx County"," New York",20599
"11","36005002702","Census Tract 27.02, Bronx County, New York","Census Tract 27.02"," Bronx County"," New York",14375
"12","36005002800","Census Tract 28, Bronx County, New York","Census Tract 28"," Bronx County"," New York",52479
"13","36005003100","Census Tract 31, Bronx County, New York","Census Tract 31"," Bronx County"," New York",44583
"14","36005003300","Census Tract 33, Bronx County, New York","Census Tract 33"," Bronx County"," New York",18511
"15","36005003500","Census Tract 35, Bronx County, New York","Census Tract 35"," Bronx County"," New York",30490
"16","36005003700","Census Tract 37, Bronx County, New York","Census Tract 37"," Bronx County"," New York",NA
"17","36005003800","Census Tract 38, Bronx County, New York","Census Tract 38"," Bronx County"," New York",41438
"18","36005003900","Census Tract 39, Bronx County, New York","Census Tract 39"," Bronx County"," New York",25903
"19","36005004001","Census Tract 40.01, Bronx County, New York","Census Tract 40.01"," Bronx County"," New York",53846
"20","36005004100","Census Tract 41, Bronx County, New York","Census Tract 41"," Bronx County"," New York",18942
"21","36005004200","Census Tract 42, Bronx County, New York","Census Tract 42"," Bronx County"," New York",33016
"22","36005004300","Census Tract 43, Bronx County, New York","Census Tract 43"," Bronx County"," New York",24014
"23","36005004400","Census Tract 44, Bronx County, New York","Census Tract 44"," Bronx County"," New York",20884
"24","36005004600","Census Tract 46, Bronx County, New York","Census Tract 46"," Bronx County"," New York",32750
"25","36005004800","Census Tract 48, Bronx County, New York","Census Tract 48"," Bronx County"," New York",33644
"26","36005005001","Census Tract 50.01, Bronx County, New York","Census Tract 50.01"," Bronx County"," New York",24619
"27","36005005002","Census Tract 50.02, Bronx County, New York","Census Tract 50.02"," Bronx County"," New York",26534
"28","36005005100","Census Tract 51, Bronx County, New York","Census Tract 51"," Bronx County"," New York",16844
"29","36005005200","Census Tract 52, Bronx County, New York","Census Tract 52"," Bronx County"," New York",20833
"30","36005005300","Census Tract 53, Bronx County, New York","Census Tract 53"," Bronx County"," New York",16210
"31","36005005400","Census Tract 54, Bronx County, New York","Census Tract 54"," Bronx County"," New York",34167
"32","36005005600","Census Tract 56, Bronx County, New York","Census Tract 56"," Bronx County"," New York",22750
"33","36005005902","Census Tract 59.02, Bronx County, New York","Census Tract 59.02"," Bronx County"," New York",29800
"34","36005006000","Census Tract 60, Bronx County, New York","Census Tract 60"," Bronx County"," New York",33828
"35","36005006100","Census Tract 61, Bronx County, New York","Census Tract 61"," Bronx County"," New York",46554
"36","36005006200","Census Tract 62, Bronx County, New York","Census Tract 62"," Bronx County"," New York",26184
"37","36005006300","Census Tract 63, Bronx County, New York","Census Tract 63"," Bronx County"," New York",35827
"38","36005006400","Census Tract 64, Bronx County, New York","Census Tract 64"," Bronx County"," New York",34604
"39","36005006500","Census Tract 65, Bronx County, New York","Census Tract 65"," Bronx County"," New York",23737
"40","36005006700","Census Tract 67, Bronx County, New York","Census Tract 67"," Bronx County"," New York",22662
"41","36005006800","Census Tract 68, Bronx County, New York","Census Tract 68"," Bronx County"," New York",52228
"42","36005006900","Census Tract 69, Bronx County, New York","Census Tract 69"," Bronx County"," New York",30089
"43","36005007000","Census Tract 70, Bronx County, New York","Census Tract 70"," Bronx County"," New York",39662
"44","36005007100","Census Tract 71, Bronx County, New York","Census Tract 71"," Bronx County"," New York",41875
"45","36005007200","Census Tract 72, Bronx County, New York","Census Tract 72"," Bronx County"," New York",39154
"46","36005007300","Census Tract 73, Bronx County, New York","Census Tract 73"," Bronx County"," New York",20595
"47","36005007400","Census Tract 74, Bronx County, New York","Census Tract 74"," Bronx County"," New York",38490
"48","36005007500","Census Tract 75, Bronx County, New York","Census Tract 75"," Bronx County"," New York",30577
"49","36005007600","Census Tract 76, Bronx County, New York","Census Tract 76"," Bronx County"," New York",35369
"50","36005007700","Census Tract 77, Bronx County, New York","Census Tract 77"," Bronx County"," New York",39934
"51","36005007800","Census Tract 78, Bronx County, New York","Census Tract 78"," Bronx County"," New York",44144
"52","36005007900","Census Tract 79, Bronx County, New York","Census Tract 79"," Bronx County"," New York",25589
"53","36005008300","Census Tract 83, Bronx County, New York","Census Tract 83"," Bronx County"," New York",29939
"54","36005008400","Census Tract 84, Bronx County, New York","Census Tract 84"," Bronx County"," New York",83605
"55","36005008500","Census Tract 85, Bronx County, New York","Census Tract 85"," Bronx County"," New York",30158
"56","36005008600","Census Tract 86, Bronx County, New York","Census Tract 86"," Bronx County"," New York",23559
"57","36005008700","Census Tract 87, Bronx County, New York","Census Tract 87"," Bronx County"," New York",26378
"58","36005008900","Census Tract 89, Bronx County, New York","Census Tract 89"," Bronx County"," New York",24816
"59","36005009000","Census Tract 90, Bronx County, New York","Census Tract 90"," Bronx County"," New York",26771
"60","36005009200","Census Tract 92, Bronx County, New York","Census Tract 92"," Bronx County"," New York",46421
"61","36005009300","Census Tract 93, Bronx County, New York","Census Tract 93"," Bronx County"," New York",33708
"62","36005009600","Census Tract 96, Bronx County, New York","Census Tract 96"," Bronx County"," New York",47917
"63","36005009800","Census Tract 98, Bronx County, New York","Census Tract 98"," Bronx County"," New York",64500
"64","36005011000","Census Tract 110, Bronx County, New York","Census Tract 110"," Bronx County"," New York",NA
"65","36005011502","Census Tract 115.02, Bronx County, New York","Census Tract 115.02"," Bronx County"," New York",23345
"66","36005011700","Census Tract 117, Bronx County, New York","Census Tract 117"," Bronx County"," New York",23149
"67","36005011800","Census Tract 118, Bronx County, New York","Census Tract 118"," Bronx County"," New York",84063
"68","36005011900","Census Tract 119, Bronx County, New York","Census Tract 119"," Bronx County"," New York",28364
"69","36005012101","Census Tract 121.01, Bronx County, New York","Census Tract 121.01"," Bronx County"," New York",35588
"70","36005012102","Census Tract 121.02, Bronx County, New York","Census Tract 121.02"," Bronx County"," New York",22396
"71","36005012300","Census Tract 123, Bronx County, New York","Census Tract 123"," Bronx County"," New York",29089
"72","36005012500","Census Tract 125, Bronx County, New York","Census Tract 125"," Bronx County"," New York",32500
"73","36005012701","Census Tract 127.01, Bronx County, New York","Census Tract 127.01"," Bronx County"," New York",21322
"74","36005012901","Census Tract 129.01, Bronx County, New York","Census Tract 129.01"," Bronx County"," New York",25204
"75","36005013000","Census Tract 130, Bronx County, New York","Census Tract 130"," Bronx County"," New York",96938
"76","36005013100","Census Tract 131, Bronx County, New York","Census Tract 131"," Bronx County"," New York",31250
"77","36005013200","Census Tract 132, Bronx County, New York","Census Tract 132"," Bronx County"," New York",116013
"78","36005013300","Census Tract 133, Bronx County, New York","Census Tract 133"," Bronx County"," New York",22182
"79","36005013500","Census Tract 135, Bronx County, New York","Census Tract 135"," Bronx County"," New York",22321
"80","36005013800","Census Tract 138, Bronx County, New York","Census Tract 138"," Bronx County"," New York",77586
"81","36005014100","Census Tract 141, Bronx County, New York","Census Tract 141"," Bronx County"," New York",31311
"82","36005014300","Census Tract 143, Bronx County, New York","Census Tract 143"," Bronx County"," New York",15455
"83","36005014400","Census Tract 144, Bronx County, New York","Census Tract 144"," Bronx County"," New York",22970
"84","36005014500","Census Tract 145, Bronx County, New York","Census Tract 145"," Bronx County"," New York",29242
"85","36005014701","Census Tract 147.01, Bronx County, New York","Census Tract 147.01"," Bronx County"," New York",14927
"86","36005014702","Census Tract 147.02, Bronx County, New York","Census Tract 147.02"," Bronx County"," New York",21893
"87","36005014900","Census Tract 149, Bronx County, New York","Census Tract 149"," Bronx County"," New York",28008
"88","36005015100","Census Tract 151, Bronx County, New York","Census Tract 151"," Bronx County"," New York",33700
"89","36005015200","Census Tract 152, Bronx County, New York","Census Tract 152"," Bronx County"," New York",70917
"90","36005015300","Census Tract 153, Bronx County, New York","Census Tract 153"," Bronx County"," New York",17438
"91","36005015500","Census Tract 155, Bronx County, New York","Census Tract 155"," Bronx County"," New York",19850
"92","36005015700","Census Tract 157, Bronx County, New York","Census Tract 157"," Bronx County"," New York",33864
"93","36005015800","Census Tract 158, Bronx County, New York","Census Tract 158"," Bronx County"," New York",43661
"94","36005015900","Census Tract 159, Bronx County, New York","Census Tract 159"," Bronx County"," New York",17778
"95","36005016000","Census Tract 160, Bronx County, New York","Census Tract 160"," Bronx County"," New York",74531
"96","36005016100","Census Tract 161, Bronx County, New York","Census Tract 161"," Bronx County"," New York",16121
"97","36005016200","Census Tract 162, Bronx County, New York","Census Tract 162"," Bronx County"," New York",81908
"98","36005016300","Census Tract 163, Bronx County, New York","Census Tract 163"," Bronx County"," New York",NA
"99","36005016400","Census Tract 164, Bronx County, New York","Census Tract 164"," Bronx County"," New York",78646
"100","36005016500","Census Tract 165, Bronx County, New York","Census Tract 165"," Bronx County"," New York",25980
"101","36005016600","Census Tract 166, Bronx County, New York","Census Tract 166"," Bronx County"," New York",64792
"102","36005016700","Census Tract 167, Bronx County, New York","Census Tract 167"," Bronx County"," New York",31902
"103","36005016900","Census Tract 169, Bronx County, New York","Census Tract 169"," Bronx County"," New York",28601
"104","36005017100","Census Tract 171, Bronx County, New York","Census Tract 171"," Bronx County"," New York",NA
"105","36005017300","Census Tract 173, Bronx County, New York","Census Tract 173"," Bronx County"," New York",20464
"106","36005017500","Census Tract 175, Bronx County, New York","Census Tract 175"," Bronx County"," New York",25844
"107","36005017701","Census Tract 177.01, Bronx County, New York","Census Tract 177.01"," Bronx County"," New York",31225
"108","36005017702","Census Tract 177.02, Bronx County, New York","Census Tract 177.02"," Bronx County"," New York",33426
"109","36005017901","Census Tract 179.01, Bronx County, New York","Census Tract 179.01"," Bronx County"," New York",37127
"110","36005017902","Census Tract 179.02, Bronx County, New York","Census Tract 179.02"," Bronx County"," New York",23276
"111","36005018101","Census Tract 181.01, Bronx County, New York","Census Tract 181.01"," Bronx County"," New York",23750
"112","36005018102","Census Tract 181.02, Bronx County, New York","Census Tract 181.02"," Bronx County"," New York",33273
"113","36005018301","Census Tract 183.01, Bronx County, New York","Census Tract 183.01"," Bronx County"," New York",31638
"114","36005018302","Census Tract 183.02, Bronx County, New York","Census Tract 183.02"," Bronx County"," New York",37139
"115","36005018400","Census Tract 184, Bronx County, New York","Census Tract 184"," Bronx County"," New York",66389
"116","36005018500","Census Tract 185, Bronx County, New York","Census Tract 185"," Bronx County"," New York",27324
"117","36005018900","Census Tract 189, Bronx County, New York","Census Tract 189"," Bronx County"," New York",29118
"118","36005019300","Census Tract 193, Bronx County, New York","Census Tract 193"," Bronx County"," New York",22750
"119","36005019400","Census Tract 194, Bronx County, New York","Census Tract 194"," Bronx County"," New York",52250
"120","36005019500","Census Tract 195, Bronx County, New York","Census Tract 195"," Bronx County"," New York",27281
"121","36005019700","Census Tract 197, Bronx County, New York","Census Tract 197"," Bronx County"," New York",31225
"122","36005019900","Census Tract 199, Bronx County, New York","Census Tract 199"," Bronx County"," New York",34247
"123","36005020000","Census Tract 200, Bronx County, New York","Census Tract 200"," Bronx County"," New York",41313
"124","36005020100","Census Tract 201, Bronx County, New York","Census Tract 201"," Bronx County"," New York",32188
"125","36005020200","Census Tract 202, Bronx County, New York","Census Tract 202"," Bronx County"," New York",38750
"126","36005020400","Census Tract 204, Bronx County, New York","Census Tract 204"," Bronx County"," New York",50275
"127","36005020501","Census Tract 205.01, Bronx County, New York","Census Tract 205.01"," Bronx County"," New York",19615
"128","36005020502","Census Tract 205.02, Bronx County, New York","Census Tract 205.02"," Bronx County"," New York",16507
"129","36005020601","Census Tract 206.01, Bronx County, New York","Census Tract 206.01"," Bronx County"," New York",52163
"130","36005020900","Census Tract 209, Bronx County, New York","Census Tract 209"," Bronx County"," New York",30625
"131","36005021001","Census Tract 210.01, Bronx County, New York","Census Tract 210.01"," Bronx County"," New York",54347
"132","36005021002","Census Tract 210.02, Bronx County, New York","Census Tract 210.02"," Bronx County"," New York",56085
"133","36005021100","Census Tract 211, Bronx County, New York","Census Tract 211"," Bronx County"," New York",28041
"134","36005021200","Census Tract 212, Bronx County, New York","Census Tract 212"," Bronx County"," New York",56080
"135","36005021301","Census Tract 213.01, Bronx County, New York","Census Tract 213.01"," Bronx County"," New York",24970
"136","36005021302","Census Tract 213.02, Bronx County, New York","Census Tract 213.02"," Bronx County"," New York",30220
"137","36005021501","Census Tract 215.01, Bronx County, New York","Census Tract 215.01"," Bronx County"," New York",27630
"138","36005021502","Census Tract 215.02, Bronx County, New York","Census Tract 215.02"," Bronx County"," New York",22926
"139","36005021601","Census Tract 216.01, Bronx County, New York","Census Tract 216.01"," Bronx County"," New York",29990
"140","36005021602","Census Tract 216.02, Bronx County, New York","Census Tract 216.02"," Bronx County"," New York",49750
"141","36005021700","Census Tract 217, Bronx County, New York","Census Tract 217"," Bronx County"," New York",25304
"142","36005021800","Census Tract 218, Bronx County, New York","Census Tract 218"," Bronx County"," New York",39596
"143","36005021900","Census Tract 219, Bronx County, New York","Census Tract 219"," Bronx County"," New York",21686
"144","36005022000","Census Tract 220, Bronx County, New York","Census Tract 220"," Bronx County"," New York",32222
"145","36005022101","Census Tract 221.01, Bronx County, New York","Census Tract 221.01"," Bronx County"," New York",28192
"146","36005022102","Census Tract 221.02, Bronx County, New York","Census Tract 221.02"," Bronx County"," New York",23973
"147","36005022200","Census Tract 222, Bronx County, New York","Census Tract 222"," Bronx County"," New York",41228
"148","36005022300","Census Tract 223, Bronx County, New York","Census Tract 223"," Bronx County"," New York",26537
"149","36005022401","Census Tract 224.01, Bronx County, New York","Census Tract 224.01"," Bronx County"," New York",51397
"150","36005022403","Census Tract 224.03, Bronx County, New York","Census Tract 224.03"," Bronx County"," New York",39632
"151","36005022404","Census Tract 224.04, Bronx County, New York","Census Tract 224.04"," Bronx County"," New York",51918
"152","36005022500","Census Tract 225, Bronx County, New York","Census Tract 225"," Bronx County"," New York",35137
"153","36005022701","Census Tract 227.01, Bronx County, New York","Census Tract 227.01"," Bronx County"," New York",31214
"154","36005022702","Census Tract 227.02, Bronx County, New York","Census Tract 227.02"," Bronx County"," New York",30337
"155","36005022703","Census Tract 227.03, Bronx County, New York","Census Tract 227.03"," Bronx County"," New York",46635
"156","36005022800","Census Tract 228, Bronx County, New York","Census Tract 228"," Bronx County"," New York",53735
"157","36005022901","Census Tract 229.01, Bronx County, New York","Census Tract 229.01"," Bronx County"," New York",28889
"158","36005022902","Census Tract 229.02, Bronx County, New York","Census Tract 229.02"," Bronx County"," New York",35563
"159","36005023000","Census Tract 230, Bronx County, New York","Census Tract 230"," Bronx County"," New York",41600
"160","36005023100","Census Tract 231, Bronx County, New York","Census Tract 231"," Bronx County"," New York",28365
"161","36005023200","Census Tract 232, Bronx County, New York","Census Tract 232"," Bronx County"," New York",54539
"162","36005023301","Census Tract 233.01, Bronx County, New York","Census Tract 233.01"," Bronx County"," New York",27582
"163","36005023302","Census Tract 233.02, Bronx County, New York","Census Tract 233.02"," Bronx County"," New York",34477
"164","36005023501","Census Tract 235.01, Bronx County, New York","Census Tract 235.01"," Bronx County"," New York",22315
"165","36005023502","Census Tract 235.02, Bronx County, New York","Census Tract 235.02"," Bronx County"," New York",23191
"166","36005023600","Census Tract 236, Bronx County, New York","Census Tract 236"," Bronx County"," New York",30625
"167","36005023702","Census Tract 237.02, Bronx County, New York","Census Tract 237.02"," Bronx County"," New York",37083
"168","36005023703","Census Tract 237.03, Bronx County, New York","Census Tract 237.03"," Bronx County"," New York",32930
"169","36005023704","Census Tract 237.04, Bronx County, New York","Census Tract 237.04"," Bronx County"," New York",21095
"170","36005023800","Census Tract 238, Bronx County, New York","Census Tract 238"," Bronx County"," New York",50353
"171","36005023900","Census Tract 239, Bronx County, New York","Census Tract 239"," Bronx County"," New York",23734
"172","36005024000","Census Tract 240, Bronx County, New York","Census Tract 240"," Bronx County"," New York",34918
"173","36005024100","Census Tract 241, Bronx County, New York","Census Tract 241"," Bronx County"," New York",37672
"174","36005024300","Census Tract 243, Bronx County, New York","Census Tract 243"," Bronx County"," New York",23873
"175","36005024400","Census Tract 244, Bronx County, New York","Census Tract 244"," Bronx County"," New York",54705
"176","36005024501","Census Tract 245.01, Bronx County, New York","Census Tract 245.01"," Bronx County"," New York",20192
"177","36005024502","Census Tract 245.02, Bronx County, New York","Census Tract 245.02"," Bronx County"," New York",26406
"178","36005024600","Census Tract 246, Bronx County, New York","Census Tract 246"," Bronx County"," New York",62529
"179","36005024700","Census Tract 247, Bronx County, New York","Census Tract 247"," Bronx County"," New York",44973
"180","36005024800","Census Tract 248, Bronx County, New York","Census Tract 248"," Bronx County"," New York",58553
"181","36005024900","Census Tract 249, Bronx County, New York","Census Tract 249"," Bronx County"," New York",NA
"182","36005025000","Census Tract 250, Bronx County, New York","Census Tract 250"," Bronx County"," New York",77000
"183","36005025100","Census Tract 251, Bronx County, New York","Census Tract 251"," Bronx County"," New York",28209
"184","36005025200","Census Tract 252, Bronx County, New York","Census Tract 252"," Bronx County"," New York",74712
"185","36005025300","Census Tract 253, Bronx County, New York","Census Tract 253"," Bronx County"," New York",33048
"186","36005025400","Census Tract 254, Bronx County, New York","Census Tract 254"," Bronx County"," New York",50735
"187","36005025500","Census Tract 255, Bronx County, New York","Census Tract 255"," Bronx County"," New York",27145
"188","36005025600","Census Tract 256, Bronx County, New York","Census Tract 256"," Bronx County"," New York",43316
"189","36005025700","Census Tract 257, Bronx County, New York","Census Tract 257"," Bronx County"," New York",42679
"190","36005026100","Census Tract 261, Bronx County, New York","Census Tract 261"," Bronx County"," New York",70733
"191","36005026300","Census Tract 263, Bronx County, New York","Census Tract 263"," Bronx County"," New York",23750
"192","36005026400","Census Tract 264, Bronx County, New York","Census Tract 264"," Bronx County"," New York",56531
"193","36005026500","Census Tract 265, Bronx County, New York","Census Tract 265"," Bronx County"," New York",38382
"194","36005026601","Census Tract 266.01, Bronx County, New York","Census Tract 266.01"," Bronx County"," New York",53000
"195","36005026602","Census Tract 266.02, Bronx County, New York","Census Tract 266.02"," Bronx County"," New York",57386
"196","36005026701","Census Tract 267.01, Bronx County, New York","Census Tract 267.01"," Bronx County"," New York",48795
"197","36005026702","Census Tract 267.02, Bronx County, New York","Census Tract 267.02"," Bronx County"," New York",36174
"198","36005026900","Census Tract 269, Bronx County, New York","Census Tract 269"," Bronx County"," New York",37625
"199","36005027300","Census Tract 273, Bronx County, New York","Census Tract 273"," Bronx County"," New York",36902
"200","36005027401","Census Tract 274.01, Bronx County, New York","Census Tract 274.01"," Bronx County"," New York",88169
"201","36005027402","Census Tract 274.02, Bronx County, New York","Census Tract 274.02"," Bronx County"," New York",87273
"202","36005027600","Census Tract 276, Bronx County, New York","Census Tract 276"," Bronx County"," New York",NA
"203","36005027700","Census Tract 277, Bronx County, New York","Census Tract 277"," Bronx County"," New York",28529
"204","36005027900","Census Tract 279, Bronx County, New York","Census Tract 279"," Bronx County"," New York",59375
"205","36005028100","Census Tract 281, Bronx County, New York","Census Tract 281"," Bronx County"," New York",66525
"206","36005028300","Census Tract 283, Bronx County, New York","Census Tract 283"," Bronx County"," New York",23889
"207","36005028400","Census Tract 284, Bronx County, New York","Census Tract 284"," Bronx County"," New York",NA
"208","36005028500","Census Tract 285, Bronx County, New York","Census Tract 285"," Bronx County"," New York",57572
"209","36005028600","Census Tract 286, Bronx County, New York","Census Tract 286"," Bronx County"," New York",81607
"210","36005028700","Census Tract 287, Bronx County, New York","Census Tract 287"," Bronx County"," New York",55250
"211","36005028800","Census Tract 288, Bronx County, New York","Census Tract 288"," Bronx County"," New York",85893
"212","36005028900","Census Tract 289, Bronx County, New York","Census Tract 289"," Bronx County"," New York",48701
"213","36005029301","Census Tract 293.01, Bronx County, New York","Census Tract 293.01"," Bronx County"," New York",108611
"214","36005029302","Census Tract 293.02, Bronx County, New York","Census Tract 293.02"," Bronx County"," New York",96205
"215","36005029500","Census Tract 295, Bronx County, New York","Census Tract 295"," Bronx County"," New York",94421
"216","36005029600","Census Tract 296, Bronx County, New York","Census Tract 296"," Bronx County"," New York",56250
"217","36005029700","Census Tract 297, Bronx County, New York","Census Tract 297"," Bronx County"," New York",92981
"218","36005030000","Census Tract 300, Bronx County, New York","Census Tract 300"," Bronx County"," New York",55903
"219","36005030100","Census Tract 301, Bronx County, New York","Census Tract 301"," Bronx County"," New York",89318
"220","36005030200","Census Tract 302, Bronx County, New York","Census Tract 302"," Bronx County"," New York",53987
"221","36005030701","Census Tract 307.01, Bronx County, New York","Census Tract 307.01"," Bronx County"," New York",97363
"222","36005030900","Census Tract 309, Bronx County, New York","Census Tract 309"," Bronx County"," New York",101438
"223","36005031000","Census Tract 310, Bronx County, New York","Census Tract 310"," Bronx County"," New York",89425
"224","36005031200","Census Tract 312, Bronx County, New York","Census Tract 312"," Bronx County"," New York",90571
"225","36005031400","Census Tract 314, Bronx County, New York","Census Tract 314"," Bronx County"," New York",90909
"226","36005031600","Census Tract 316, Bronx County, New York","Census Tract 316"," Bronx County"," New York",77386
"227","36005031800","Census Tract 318, Bronx County, New York","Census Tract 318"," Bronx County"," New York",79048
"228","36005031900","Census Tract 319, Bronx County, New York","Census Tract 319"," Bronx County"," New York",NA
"229","36005032300","Census Tract 323, Bronx County, New York","Census Tract 323"," Bronx County"," New York",86416
"230","36005032400","Census Tract 324, Bronx County, New York","Census Tract 324"," Bronx County"," New York",18535
"231","36005032600","Census Tract 326, Bronx County, New York","Census Tract 326"," Bronx County"," New York",87719
"232","36005032800","Census Tract 328, Bronx County, New York","Census Tract 328"," Bronx County"," New York",32969
"233","36005033000","Census Tract 330, Bronx County, New York","Census Tract 330"," Bronx County"," New York",38023
"234","36005033201","Census Tract 332.01, Bronx County, New York","Census Tract 332.01"," Bronx County"," New York",45347
"235","36005033202","Census Tract 332.02, Bronx County, New York","Census Tract 332.02"," Bronx County"," New York",49338
"236","36005033400","Census Tract 334, Bronx County, New York","Census Tract 334"," Bronx County"," New York",NA
"237","36005033500","Census Tract 335, Bronx County, New York","Census Tract 335"," Bronx County"," New York",100833
"238","36005033600","Census Tract 336, Bronx County, New York","Census Tract 336"," Bronx County"," New York",37188
"239","36005033700","Census Tract 337, Bronx County, New York","Census Tract 337"," Bronx County"," New York",92813
"240","36005033800","Census Tract 338, Bronx County, New York","Census Tract 338"," Bronx County"," New York",40077
"241","36005034000","Census Tract 340, Bronx County, New York","Census Tract 340"," Bronx County"," New York",41641
"242","36005034200","Census Tract 342, Bronx County, New York","Census Tract 342"," Bronx County"," New York",61964
"243","36005034300","Census Tract 343, Bronx County, New York","Census Tract 343"," Bronx County"," New York",78589
"244","36005034400","Census Tract 344, Bronx County, New York","Census Tract 344"," Bronx County"," New York",59896
"245","36005034500","Census Tract 345, Bronx County, New York","Census Tract 345"," Bronx County"," New York",75000
"246","36005034800","Census Tract 348, Bronx County, New York","Census Tract 348"," Bronx County"," New York",40000
"247","36005035000","Census Tract 350, Bronx County, New York","Census Tract 350"," Bronx County"," New York",85781
"248","36005035100","Census Tract 351, Bronx County, New York","Census Tract 351"," Bronx County"," New York",86563
"249","36005035600","Census Tract 356, Bronx County, New York","Census Tract 356"," Bronx County"," New York",68904
"250","36005035800","Census Tract 358, Bronx County, New York","Census Tract 358"," Bronx County"," New York",80979
"251","36005035900","Census Tract 359, Bronx County, New York","Census Tract 359"," Bronx County"," New York",25490
"252","36005036000","Census Tract 360, Bronx County, New York","Census Tract 360"," Bronx County"," New York",70588
"253","36005036100","Census Tract 361, Bronx County, New York","Census Tract 361"," Bronx County"," New York",24231
"254","36005036300","Census Tract 363, Bronx County, New York","Census Tract 363"," Bronx County"," New York",19675
"255","36005036400","Census Tract 364, Bronx County, New York","Census Tract 364"," Bronx County"," New York",61071
"256","36005036501","Census Tract 365.01, Bronx County, New York","Census Tract 365.01"," Bronx County"," New York",25280
"257","36005036502","Census Tract 365.02, Bronx County, New York","Census Tract 365.02"," Bronx County"," New York",31893
"258","36005036700","Census Tract 367, Bronx County, New York","Census Tract 367"," Bronx County"," New York",30893
"259","36005036800","Census Tract 368, Bronx County, New York","Census Tract 368"," Bronx County"," New York",47333
"260","36005036901","Census Tract 369.01, Bronx County, New York","Census Tract 369.01"," Bronx County"," New York",20461
"261","36005036902","Census Tract 369.02, Bronx County, New York","Census Tract 369.02"," Bronx County"," New York",18033
"262","36005037000","Census Tract 370, Bronx County, New York","Census Tract 370"," Bronx County"," New York",51979
"263","36005037100","Census Tract 371, Bronx County, New York","Census Tract 371"," Bronx County"," New York",27925
"264","36005037200","Census Tract 372, Bronx County, New York","Census Tract 372"," Bronx County"," New York",44500
"265","36005037300","Census Tract 373, Bronx County, New York","Census Tract 373"," Bronx County"," New York",29120
"266","36005037400","Census Tract 374, Bronx County, New York","Census Tract 374"," Bronx County"," New York",28431
"267","36005037504","Census Tract 375.04, Bronx County, New York","Census Tract 375.04"," Bronx County"," New York",18906
"268","36005037600","Census Tract 376, Bronx County, New York","Census Tract 376"," Bronx County"," New York",51250
"269","36005037800","Census Tract 378, Bronx County, New York","Census Tract 378"," Bronx County"," New York",34656
"270","36005037900","Census Tract 379, Bronx County, New York","Census Tract 379"," Bronx County"," New York",23506
"271","36005038000","Census Tract 380, Bronx County, New York","Census Tract 380"," Bronx County"," New York",34659
"272","36005038100","Census Tract 381, Bronx County, New York","Census Tract 381"," Bronx County"," New York",35463
"273","36005038200","Census Tract 382, Bronx County, New York","Census Tract 382"," Bronx County"," New York",47331
"274","36005038301","Census Tract 383.01, Bronx County, New York","Census Tract 383.01"," Bronx County"," New York",39350
"275","36005038302","Census Tract 383.02, Bronx County, New York","Census Tract 383.02"," Bronx County"," New York",21128
"276","36005038500","Census Tract 385, Bronx County, New York","Census Tract 385"," Bronx County"," New York",20466
"277","36005038600","Census Tract 386, Bronx County, New York","Census Tract 386"," Bronx County"," New York",52455
"278","36005038700","Census Tract 387, Bronx County, New York","Census Tract 387"," Bronx County"," New York",31788
"279","36005038800","Census Tract 388, Bronx County, New York","Census Tract 388"," Bronx County"," New York",59792
"280","36005038900","Census Tract 389, Bronx County, New York","Census Tract 389"," Bronx County"," New York",33348
"281","36005039000","Census Tract 390, Bronx County, New York","Census Tract 390"," Bronx County"," New York",42011
"282","36005039100","Census Tract 391, Bronx County, New York","Census Tract 391"," Bronx County"," New York",32298
"283","36005039200","Census Tract 392, Bronx County, New York","Census Tract 392"," Bronx County"," New York",44375
"284","36005039300","Census Tract 393, Bronx County, New York","Census Tract 393"," Bronx County"," New York",21370
"285","36005039400","Census Tract 394, Bronx County, New York","Census Tract 394"," Bronx County"," New York",34355
"286","36005039500","Census Tract 395, Bronx County, New York","Census Tract 395"," Bronx County"," New York",26373
"287","36005039600","Census Tract 396, Bronx County, New York","Census Tract 396"," Bronx County"," New York",44145
"288","36005039700","Census Tract 397, Bronx County, New York","Census Tract 397"," Bronx County"," New York",30300
"289","36005039800","Census Tract 398, Bronx County, New York","Census Tract 398"," Bronx County"," New York",77825
"290","36005039901","Census Tract 399.01, Bronx County, New York","Census Tract 399.01"," Bronx County"," New York",25637
"291","36005039902","Census Tract 399.02, Bronx County, New York","Census Tract 399.02"," Bronx County"," New York",33075
