"","GEOID","NAME","CT_num","county","state","med_income"
"1004","36081056100","Census Tract 561, Queens County, New York","Census Tract 561"," Queens County"," New York",1e+05
"1005","36081056200","Census Tract 562, Queens County, New York","Census Tract 562"," Queens County"," New York",99250
"1006","36081056400","Census Tract 564, Queens County, New York","Census Tract 564"," Queens County"," New York",42083
"1007","36081056500","Census Tract 565, Queens County, New York","Census Tract 565"," Queens County"," New York",68259
"1008","36081056600","Census Tract 566, Queens County, New York","Census Tract 566"," Queens County"," New York",65804
"1009","36081056700","Census Tract 567, Queens County, New York","Census Tract 567"," Queens County"," New York",95485
"1010","36081056800","Census Tract 568, Queens County, New York","Census Tract 568"," Queens County"," New York",82313
"1011","36081057700","Census Tract 577, Queens County, New York","Census Tract 577"," Queens County"," New York",69148
"1012","36081057900","Census Tract 579, Queens County, New York","Census Tract 579"," Queens County"," New York",60774
"1013","36081058000","Census Tract 580, Queens County, New York","Census Tract 580"," Queens County"," New York",80972
"1014","36081058100","Census Tract 581, Queens County, New York","Census Tract 581"," Queens County"," New York",75286
"1015","36081058200","Census Tract 582, Queens County, New York","Census Tract 582"," Queens County"," New York",92790
"1016","36081058300","Census Tract 583, Queens County, New York","Census Tract 583"," Queens County"," New York",79712
"1017","36081058500","Census Tract 585, Queens County, New York","Census Tract 585"," Queens County"," New York",77083
"1018","36081058700","Census Tract 587, Queens County, New York","Census Tract 587"," Queens County"," New York",62539
"1019","36081058900","Census Tract 589, Queens County, New York","Census Tract 589"," Queens County"," New York",58156
"1020","36081059000","Census Tract 590, Queens County, New York","Census Tract 590"," Queens County"," New York",76111
"1021","36081059100","Census Tract 591, Queens County, New York","Census Tract 591"," Queens County"," New York",70258
"1022","36081059200","Census Tract 592, Queens County, New York","Census Tract 592"," Queens County"," New York",114375
"1023","36081059300","Census Tract 593, Queens County, New York","Census Tract 593"," Queens County"," New York",64731
"1024","36081059400","Census Tract 594, Queens County, New York","Census Tract 594"," Queens County"," New York",106181
"1025","36081059500","Census Tract 595, Queens County, New York","Census Tract 595"," Queens County"," New York",73581
"1026","36081059600","Census Tract 596, Queens County, New York","Census Tract 596"," Queens County"," New York",72137
"1027","36081059800","Census Tract 598, Queens County, New York","Census Tract 598"," Queens County"," New York",89528
"1028","36081059900","Census Tract 599, Queens County, New York","Census Tract 599"," Queens County"," New York",62500
"1029","36081060000","Census Tract 600, Queens County, New York","Census Tract 600"," Queens County"," New York",86875
"1030","36081060100","Census Tract 601, Queens County, New York","Census Tract 601"," Queens County"," New York",68833
"1031","36081060300","Census Tract 603, Queens County, New York","Census Tract 603"," Queens County"," New York",86000
"1032","36081060600","Census Tract 606, Queens County, New York","Census Tract 606"," Queens County"," New York",79514
"1033","36081060701","Census Tract 607.01, Queens County, New York","Census Tract 607.01"," Queens County"," New York",67308
"1034","36081060800","Census Tract 608, Queens County, New York","Census Tract 608"," Queens County"," New York",99375
"1035","36081061000","Census Tract 610, Queens County, New York","Census Tract 610"," Queens County"," New York",91667
"1036","36081061200","Census Tract 612, Queens County, New York","Census Tract 612"," Queens County"," New York",133015
"1037","36081061301","Census Tract 613.01, Queens County, New York","Census Tract 613.01"," Queens County"," New York",78873
"1038","36081061302","Census Tract 613.02, Queens County, New York","Census Tract 613.02"," Queens County"," New York",NA
"1039","36081061400","Census Tract 614, Queens County, New York","Census Tract 614"," Queens County"," New York",111667
"1040","36081061601","Census Tract 616.01, Queens County, New York","Census Tract 616.01"," Queens County"," New York",95469
"1041","36081061602","Census Tract 616.02, Queens County, New York","Census Tract 616.02"," Queens County"," New York",107262
"1042","36081061800","Census Tract 618, Queens County, New York","Census Tract 618"," Queens County"," New York",77396
"1043","36081061900","Census Tract 619, Queens County, New York","Census Tract 619"," Queens County"," New York",92792
"1044","36081062000","Census Tract 620, Queens County, New York","Census Tract 620"," Queens County"," New York",106776
"1045","36081062100","Census Tract 621, Queens County, New York","Census Tract 621"," Queens County"," New York",66279
"1046","36081062200","Census Tract 622, Queens County, New York","Census Tract 622"," Queens County"," New York",90167
"1047","36081062300","Census Tract 623, Queens County, New York","Census Tract 623"," Queens County"," New York",86343
"1048","36081062400","Census Tract 624, Queens County, New York","Census Tract 624"," Queens County"," New York",NA
"1049","36081062500","Census Tract 625, Queens County, New York","Census Tract 625"," Queens County"," New York",78917
"1050","36081062600","Census Tract 626, Queens County, New York","Census Tract 626"," Queens County"," New York",89231
"1051","36081062700","Census Tract 627, Queens County, New York","Census Tract 627"," Queens County"," New York",75425
"1052","36081062900","Census Tract 629, Queens County, New York","Census Tract 629"," Queens County"," New York",74595
"1053","36081063000","Census Tract 630, Queens County, New York","Census Tract 630"," Queens County"," New York",108320
"1054","36081063200","Census Tract 632, Queens County, New York","Census Tract 632"," Queens County"," New York",108295
"1055","36081063301","Census Tract 633.01, Queens County, New York","Census Tract 633.01"," Queens County"," New York",87813
"1056","36081063302","Census Tract 633.02, Queens County, New York","Census Tract 633.02"," Queens County"," New York",78594
"1057","36081063500","Census Tract 635, Queens County, New York","Census Tract 635"," Queens County"," New York",77237
"1058","36081063700","Census Tract 637, Queens County, New York","Census Tract 637"," Queens County"," New York",96538
"1059","36081063800","Census Tract 638, Queens County, New York","Census Tract 638"," Queens County"," New York",120795
"1060","36081063900","Census Tract 639, Queens County, New York","Census Tract 639"," Queens County"," New York",62139
"1061","36081064101","Census Tract 641.01, Queens County, New York","Census Tract 641.01"," Queens County"," New York",72576
"1062","36081064102","Census Tract 641.02, Queens County, New York","Census Tract 641.02"," Queens County"," New York",NA
"1063","36081064500","Census Tract 645, Queens County, New York","Census Tract 645"," Queens County"," New York",74798
"1064","36081064600","Census Tract 646, Queens County, New York","Census Tract 646"," Queens County"," New York",89671
"1065","36081065000","Census Tract 650, Queens County, New York","Census Tract 650"," Queens County"," New York",89773
"1066","36081065400","Census Tract 654, Queens County, New York","Census Tract 654"," Queens County"," New York",90580
"1067","36081065501","Census Tract 655.01, Queens County, New York","Census Tract 655.01"," Queens County"," New York",NA
"1068","36081065600","Census Tract 656, Queens County, New York","Census Tract 656"," Queens County"," New York",95893
"1069","36081065702","Census Tract 657.02, Queens County, New York","Census Tract 657.02"," Queens County"," New York",70875
"1070","36081065703","Census Tract 657.03, Queens County, New York","Census Tract 657.03"," Queens County"," New York",85774
"1071","36081065900","Census Tract 659, Queens County, New York","Census Tract 659"," Queens County"," New York",89821
"1072","36081066000","Census Tract 660, Queens County, New York","Census Tract 660"," Queens County"," New York",79412
"1073","36081066100","Census Tract 661, Queens County, New York","Census Tract 661"," Queens County"," New York",83333
"1074","36081066300","Census Tract 663, Queens County, New York","Census Tract 663"," Queens County"," New York",103487
"1075","36081066400","Census Tract 664, Queens County, New York","Census Tract 664"," Queens County"," New York",85463
"1076","36081066501","Census Tract 665.01, Queens County, New York","Census Tract 665.01"," Queens County"," New York",106324
"1077","36081066701","Census Tract 667.01, Queens County, New York","Census Tract 667.01"," Queens County"," New York",56587
"1078","36081066900","Census Tract 669, Queens County, New York","Census Tract 669"," Queens County"," New York",69583
"1079","36081067100","Census Tract 671, Queens County, New York","Census Tract 671"," Queens County"," New York",104716
"1080","36081067700","Census Tract 677, Queens County, New York","Census Tract 677"," Queens County"," New York",105833
"1081","36081067900","Census Tract 679, Queens County, New York","Census Tract 679"," Queens County"," New York",47841
"1082","36081068000","Census Tract 680, Queens County, New York","Census Tract 680"," Queens County"," New York",92292
"1083","36081068200","Census Tract 682, Queens County, New York","Census Tract 682"," Queens County"," New York",87083
"1084","36081068300","Census Tract 683, Queens County, New York","Census Tract 683"," Queens County"," New York",48580
"1085","36081068700","Census Tract 687, Queens County, New York","Census Tract 687"," Queens County"," New York",63602
"1086","36081069000","Census Tract 690, Queens County, New York","Census Tract 690"," Queens County"," New York",78674
"1087","36081069300","Census Tract 693, Queens County, New York","Census Tract 693"," Queens County"," New York",58750
"1088","36081069400","Census Tract 694, Queens County, New York","Census Tract 694"," Queens County"," New York",81477
"1089","36081069500","Census Tract 695, Queens County, New York","Census Tract 695"," Queens County"," New York",66513
"1090","36081069701","Census Tract 697.01, Queens County, New York","Census Tract 697.01"," Queens County"," New York",71630
"1091","36081069702","Census Tract 697.02, Queens County, New York","Census Tract 697.02"," Queens County"," New York",80452
"1092","36081070300","Census Tract 703, Queens County, New York","Census Tract 703"," Queens County"," New York",62734
"1093","36081070700","Census Tract 707, Queens County, New York","Census Tract 707"," Queens County"," New York",101979
"1094","36081070900","Census Tract 709, Queens County, New York","Census Tract 709"," Queens County"," New York",94659
"1095","36081071100","Census Tract 711, Queens County, New York","Census Tract 711"," Queens County"," New York",84621
"1096","36081071303","Census Tract 713.03, Queens County, New York","Census Tract 713.03"," Queens County"," New York",86520
"1097","36081071304","Census Tract 713.04, Queens County, New York","Census Tract 713.04"," Queens County"," New York",49896
"1098","36081071305","Census Tract 713.05, Queens County, New York","Census Tract 713.05"," Queens County"," New York",78213
"1099","36081071306","Census Tract 713.06, Queens County, New York","Census Tract 713.06"," Queens County"," New York",78591
"1100","36081071600","Census Tract 716, Queens County, New York","Census Tract 716"," Queens County"," New York",NA
"1101","36081071701","Census Tract 717.01, Queens County, New York","Census Tract 717.01"," Queens County"," New York",62857
"1102","36081071702","Census Tract 717.02, Queens County, New York","Census Tract 717.02"," Queens County"," New York",50844
"1103","36081071900","Census Tract 719, Queens County, New York","Census Tract 719"," Queens County"," New York",39878
"1104","36081072100","Census Tract 721, Queens County, New York","Census Tract 721"," Queens County"," New York",63202
"1105","36081072300","Census Tract 723, Queens County, New York","Census Tract 723"," Queens County"," New York",110417
"1106","36081072900","Census Tract 729, Queens County, New York","Census Tract 729"," Queens County"," New York",105769
"1107","36081073100","Census Tract 731, Queens County, New York","Census Tract 731"," Queens County"," New York",101250
"1108","36081073700","Census Tract 737, Queens County, New York","Census Tract 737"," Queens County"," New York",72438
"1109","36081073900","Census Tract 739, Queens County, New York","Census Tract 739"," Queens County"," New York",96960
"1110","36081074100","Census Tract 741, Queens County, New York","Census Tract 741"," Queens County"," New York",76167
"1111","36081074300","Census Tract 743, Queens County, New York","Census Tract 743"," Queens County"," New York",64387
"1112","36081074500","Census Tract 745, Queens County, New York","Census Tract 745"," Queens County"," New York",46250
"1113","36081074700","Census Tract 747, Queens County, New York","Census Tract 747"," Queens County"," New York",78142
"1114","36081074900","Census Tract 749, Queens County, New York","Census Tract 749"," Queens County"," New York",158958
"1115","36081075701","Census Tract 757.01, Queens County, New York","Census Tract 757.01"," Queens County"," New York",86750
"1116","36081075702","Census Tract 757.02, Queens County, New York","Census Tract 757.02"," Queens County"," New York",95065
"1117","36081076901","Census Tract 769.01, Queens County, New York","Census Tract 769.01"," Queens County"," New York",81366
"1118","36081076902","Census Tract 769.02, Queens County, New York","Census Tract 769.02"," Queens County"," New York",67292
"1119","36081077300","Census Tract 773, Queens County, New York","Census Tract 773"," Queens County"," New York",69423
"1120","36081077500","Census Tract 775, Queens County, New York","Census Tract 775"," Queens County"," New York",76875
"1121","36081077902","Census Tract 779.02, Queens County, New York","Census Tract 779.02"," Queens County"," New York",82170
"1122","36081077903","Census Tract 779.03, Queens County, New York","Census Tract 779.03"," Queens County"," New York",78178
"1123","36081077904","Census Tract 779.04, Queens County, New York","Census Tract 779.04"," Queens County"," New York",62975
"1124","36081077905","Census Tract 779.05, Queens County, New York","Census Tract 779.05"," Queens County"," New York",75139
"1125","36081077906","Census Tract 779.06, Queens County, New York","Census Tract 779.06"," Queens County"," New York",62389
"1126","36081077907","Census Tract 779.07, Queens County, New York","Census Tract 779.07"," Queens County"," New York",52716
"1127","36081077908","Census Tract 779.08, Queens County, New York","Census Tract 779.08"," Queens County"," New York",52567
"1128","36081078800","Census Tract 788, Queens County, New York","Census Tract 788"," Queens County"," New York",89201
"1129","36081079000","Census Tract 790, Queens County, New York","Census Tract 790"," Queens County"," New York",71250
"1130","36081079200","Census Tract 792, Queens County, New York","Census Tract 792"," Queens County"," New York",88750
"1131","36081079300","Census Tract 793, Queens County, New York","Census Tract 793"," Queens County"," New York",NA
"1132","36081079701","Census Tract 797.01, Queens County, New York","Census Tract 797.01"," Queens County"," New York",33071
"1133","36081079702","Census Tract 797.02, Queens County, New York","Census Tract 797.02"," Queens County"," New York",41750
"1134","36081079900","Census Tract 799, Queens County, New York","Census Tract 799"," Queens County"," New York",41458
"1135","36081080301","Census Tract 803.01, Queens County, New York","Census Tract 803.01"," Queens County"," New York",58188
"1136","36081080302","Census Tract 803.02, Queens County, New York","Census Tract 803.02"," Queens County"," New York",65039
"1137","36081080900","Census Tract 809, Queens County, New York","Census Tract 809"," Queens County"," New York",62682
"1138","36081081400","Census Tract 814, Queens County, New York","Census Tract 814"," Queens County"," New York",64116
"1139","36081081800","Census Tract 818, Queens County, New York","Census Tract 818"," Queens County"," New York",57482
"1140","36081083700","Census Tract 837, Queens County, New York","Census Tract 837"," Queens County"," New York",52500
"1141","36081083800","Census Tract 838, Queens County, New York","Census Tract 838"," Queens County"," New York",98079
"1142","36081084000","Census Tract 840, Queens County, New York","Census Tract 840"," Queens County"," New York",65250
"1143","36081084500","Census Tract 845, Queens County, New York","Census Tract 845"," Queens County"," New York",29884
"1144","36081084601","Census Tract 846.01, Queens County, New York","Census Tract 846.01"," Queens County"," New York",84489
"1145","36081084602","Census Tract 846.02, Queens County, New York","Census Tract 846.02"," Queens County"," New York",61429
"1146","36081084900","Census Tract 849, Queens County, New York","Census Tract 849"," Queens County"," New York",29571
"1147","36081085300","Census Tract 853, Queens County, New York","Census Tract 853"," Queens County"," New York",35333
"1148","36081085500","Census Tract 855, Queens County, New York","Census Tract 855"," Queens County"," New York",37162
"1149","36081085700","Census Tract 857, Queens County, New York","Census Tract 857"," Queens County"," New York",39982
"1150","36081085900","Census Tract 859, Queens County, New York","Census Tract 859"," Queens County"," New York",49444
"1151","36081086100","Census Tract 861, Queens County, New York","Census Tract 861"," Queens County"," New York",46111
"1152","36081086300","Census Tract 863, Queens County, New York","Census Tract 863"," Queens County"," New York",37364
"1153","36081086400","Census Tract 864, Queens County, New York","Census Tract 864"," Queens County"," New York",65341
"1154","36081086500","Census Tract 865, Queens County, New York","Census Tract 865"," Queens County"," New York",27766
"1155","36081086900","Census Tract 869, Queens County, New York","Census Tract 869"," Queens County"," New York",29745
"1156","36081087100","Census Tract 871, Queens County, New York","Census Tract 871"," Queens County"," New York",39167
"1157","36081088400","Census Tract 884, Queens County, New York","Census Tract 884"," Queens County"," New York",90151
"1158","36081088901","Census Tract 889.01, Queens County, New York","Census Tract 889.01"," Queens County"," New York",50840
"1159","36081089200","Census Tract 892, Queens County, New York","Census Tract 892"," Queens County"," New York",89526
"1160","36081090700","Census Tract 907, Queens County, New York","Census Tract 907"," Queens County"," New York",66607
"1161","36081091601","Census Tract 916.01, Queens County, New York","Census Tract 916.01"," Queens County"," New York",103580
"1162","36081091602","Census Tract 916.02, Queens County, New York","Census Tract 916.02"," Queens County"," New York",NA
"1163","36081091800","Census Tract 918, Queens County, New York","Census Tract 918"," Queens County"," New York",NA
"1164","36081091900","Census Tract 919, Queens County, New York","Census Tract 919"," Queens County"," New York",52181
"1165","36081092200","Census Tract 922, Queens County, New York","Census Tract 922"," Queens County"," New York",150417
"1166","36081092500","Census Tract 925, Queens County, New York","Census Tract 925"," Queens County"," New York",51250
"1167","36081092800","Census Tract 928, Queens County, New York","Census Tract 928"," Queens County"," New York",147222
"1168","36081092900","Census Tract 929, Queens County, New York","Census Tract 929"," Queens County"," New York",55234
"1169","36081093401","Census Tract 934.01, Queens County, New York","Census Tract 934.01"," Queens County"," New York",83884
"1170","36081093402","Census Tract 934.02, Queens County, New York","Census Tract 934.02"," Queens County"," New York",88750
"1171","36081093800","Census Tract 938, Queens County, New York","Census Tract 938"," Queens County"," New York",49398
"1172","36081093900","Census Tract 939, Queens County, New York","Census Tract 939"," Queens County"," New York",66745
"1173","36081094201","Census Tract 942.01, Queens County, New York","Census Tract 942.01"," Queens County"," New York",64688
"1174","36081094202","Census Tract 942.02, Queens County, New York","Census Tract 942.02"," Queens County"," New York",43520
"1175","36081094203","Census Tract 942.03, Queens County, New York","Census Tract 942.03"," Queens County"," New York",53581
"1176","36081094500","Census Tract 945, Queens County, New York","Census Tract 945"," Queens County"," New York",79410
"1177","36081094700","Census Tract 947, Queens County, New York","Census Tract 947"," Queens County"," New York",60625
"1178","36081095400","Census Tract 954, Queens County, New York","Census Tract 954"," Queens County"," New York",57639
"1179","36081096400","Census Tract 964, Queens County, New York","Census Tract 964"," Queens County"," New York",68420
"1180","36081097202","Census Tract 972.02, Queens County, New York","Census Tract 972.02"," Queens County"," New York",32316
"1181","36081097203","Census Tract 972.03, Queens County, New York","Census Tract 972.03"," Queens County"," New York",28661
"1182","36081097204","Census Tract 972.04, Queens County, New York","Census Tract 972.04"," Queens County"," New York",40833
"1183","36081097300","Census Tract 973, Queens County, New York","Census Tract 973"," Queens County"," New York",90682
"1184","36081098100","Census Tract 981, Queens County, New York","Census Tract 981"," Queens County"," New York",91484
"1185","36081098700","Census Tract 987, Queens County, New York","Census Tract 987"," Queens County"," New York",78393
"1186","36081099100","Census Tract 991, Queens County, New York","Census Tract 991"," Queens County"," New York",100352
"1187","36081099200","Census Tract 992, Queens County, New York","Census Tract 992"," Queens County"," New York",33571
"1188","36081099701","Census Tract 997.01, Queens County, New York","Census Tract 997.01"," Queens County"," New York",85246
"1189","36081099703","Census Tract 997.03, Queens County, New York","Census Tract 997.03"," Queens County"," New York",92813
"1190","36081099704","Census Tract 997.04, Queens County, New York","Census Tract 997.04"," Queens County"," New York",73362
"1191","36081099705","Census Tract 997.05, Queens County, New York","Census Tract 997.05"," Queens County"," New York",108009
"1192","36081099801","Census Tract 998.01, Queens County, New York","Census Tract 998.01"," Queens County"," New York",81250
"1193","36081099802","Census Tract 998.02, Queens County, New York","Census Tract 998.02"," Queens County"," New York",41839
"1194","36081099900","Census Tract 999, Queens County, New York","Census Tract 999"," Queens County"," New York",NA
"1195","36081100801","Census Tract 1008.01, Queens County, New York","Census Tract 1008.01"," Queens County"," New York",83750
"1196","36081100802","Census Tract 1008.02, Queens County, New York","Census Tract 1008.02"," Queens County"," New York",60294
"1197","36081101001","Census Tract 1010.01, Queens County, New York","Census Tract 1010.01"," Queens County"," New York",36469
"1198","36081101002","Census Tract 1010.02, Queens County, New York","Census Tract 1010.02"," Queens County"," New York",34583
"1199","36081101700","Census Tract 1017, Queens County, New York","Census Tract 1017"," Queens County"," New York",83802
"1200","36081102900","Census Tract 1029, Queens County, New York","Census Tract 1029"," Queens County"," New York",76806
"1201","36081103201","Census Tract 1032.01, Queens County, New York","Census Tract 1032.01"," Queens County"," New York",36143
"1202","36081103202","Census Tract 1032.02, Queens County, New York","Census Tract 1032.02"," Queens County"," New York",54877
"1203","36081103300","Census Tract 1033, Queens County, New York","Census Tract 1033"," Queens County"," New York",95708
"1204","36081103900","Census Tract 1039, Queens County, New York","Census Tract 1039"," Queens County"," New York",77136
"1205","36081104700","Census Tract 1047, Queens County, New York","Census Tract 1047"," Queens County"," New York",53779
"1206","36081105900","Census Tract 1059, Queens County, New York","Census Tract 1059"," Queens County"," New York",85900
"1207","36081107201","Census Tract 1072.01, Queens County, New York","Census Tract 1072.01"," Queens County"," New York",85147
"1208","36081107202","Census Tract 1072.02, Queens County, New York","Census Tract 1072.02"," Queens County"," New York",NA
"1209","36081108500","Census Tract 1085, Queens County, New York","Census Tract 1085"," Queens County"," New York",75893
"1210","36081109300","Census Tract 1093, Queens County, New York","Census Tract 1093"," Queens County"," New York",89353
"1211","36081109700","Census Tract 1097, Queens County, New York","Census Tract 1097"," Queens County"," New York",100208
"1212","36081109900","Census Tract 1099, Queens County, New York","Census Tract 1099"," Queens County"," New York",66042
"1213","36081111300","Census Tract 1113, Queens County, New York","Census Tract 1113"," Queens County"," New York",104688
"1214","36081112300","Census Tract 1123, Queens County, New York","Census Tract 1123"," Queens County"," New York",90227
"1215","36081112900","Census Tract 1129, Queens County, New York","Census Tract 1129"," Queens County"," New York",89050
"1216","36081113300","Census Tract 1133, Queens County, New York","Census Tract 1133"," Queens County"," New York",101042
"1217","36081113900","Census Tract 1139, Queens County, New York","Census Tract 1139"," Queens County"," New York",63488
"1218","36081114100","Census Tract 1141, Queens County, New York","Census Tract 1141"," Queens County"," New York",111641
"1219","36081114700","Census Tract 1147, Queens County, New York","Census Tract 1147"," Queens County"," New York",87188
"1220","36081115100","Census Tract 1151, Queens County, New York","Census Tract 1151"," Queens County"," New York",74063
"1221","36081115500","Census Tract 1155, Queens County, New York","Census Tract 1155"," Queens County"," New York",52762
"1222","36081115700","Census Tract 1157, Queens County, New York","Census Tract 1157"," Queens County"," New York",46500
"1223","36081115900","Census Tract 1159, Queens County, New York","Census Tract 1159"," Queens County"," New York",57804
"1224","36081116100","Census Tract 1161, Queens County, New York","Census Tract 1161"," Queens County"," New York",25387
"1225","36081116300","Census Tract 1163, Queens County, New York","Census Tract 1163"," Queens County"," New York",36038
"1226","36081116700","Census Tract 1167, Queens County, New York","Census Tract 1167"," Queens County"," New York",49000
"1227","36081117100","Census Tract 1171, Queens County, New York","Census Tract 1171"," Queens County"," New York",46250
"1228","36081117500","Census Tract 1175, Queens County, New York","Census Tract 1175"," Queens County"," New York",63266
"1229","36081118100","Census Tract 1181, Queens County, New York","Census Tract 1181"," Queens County"," New York",64851
"1230","36081118500","Census Tract 1185, Queens County, New York","Census Tract 1185"," Queens County"," New York",45583
"1231","36081118700","Census Tract 1187, Queens County, New York","Census Tract 1187"," Queens County"," New York",43125
"1232","36081118900","Census Tract 1189, Queens County, New York","Census Tract 1189"," Queens County"," New York",64716
"1233","36081119100","Census Tract 1191, Queens County, New York","Census Tract 1191"," Queens County"," New York",37000
"1234","36081119300","Census Tract 1193, Queens County, New York","Census Tract 1193"," Queens County"," New York",49327
"1235","36081119500","Census Tract 1195, Queens County, New York","Census Tract 1195"," Queens County"," New York",74904
"1236","36081119900","Census Tract 1199, Queens County, New York","Census Tract 1199"," Queens County"," New York",64219
"1237","36081120100","Census Tract 1201, Queens County, New York","Census Tract 1201"," Queens County"," New York",46359
"1238","36081120300","Census Tract 1203, Queens County, New York","Census Tract 1203"," Queens County"," New York",63125
"1239","36081120500","Census Tract 1205, Queens County, New York","Census Tract 1205"," Queens County"," New York",22721
"1240","36081120700","Census Tract 1207, Queens County, New York","Census Tract 1207"," Queens County"," New York",81515
"1241","36081121100","Census Tract 1211, Queens County, New York","Census Tract 1211"," Queens County"," New York",NA
"1242","36081121500","Census Tract 1215, Queens County, New York","Census Tract 1215"," Queens County"," New York",65547
"1243","36081122300","Census Tract 1223, Queens County, New York","Census Tract 1223"," Queens County"," New York",59738
"1244","36081122701","Census Tract 1227.01, Queens County, New York","Census Tract 1227.01"," Queens County"," New York",65131
"1245","36081122702","Census Tract 1227.02, Queens County, New York","Census Tract 1227.02"," Queens County"," New York",29795
"1246","36081124100","Census Tract 1241, Queens County, New York","Census Tract 1241"," Queens County"," New York",67446
"1247","36081124700","Census Tract 1247, Queens County, New York","Census Tract 1247"," Queens County"," New York",64744
"1248","36081125700","Census Tract 1257, Queens County, New York","Census Tract 1257"," Queens County"," New York",56612
"1249","36081126500","Census Tract 1265, Queens County, New York","Census Tract 1265"," Queens County"," New York",66625
"1250","36081126700","Census Tract 1267, Queens County, New York","Census Tract 1267"," Queens County"," New York",73942
"1251","36081127700","Census Tract 1277, Queens County, New York","Census Tract 1277"," Queens County"," New York",125625
"1252","36081128300","Census Tract 1283, Queens County, New York","Census Tract 1283"," Queens County"," New York",NA
"1253","36081129102","Census Tract 1291.02, Queens County, New York","Census Tract 1291.02"," Queens County"," New York",120240
"1254","36081129103","Census Tract 1291.03, Queens County, New York","Census Tract 1291.03"," Queens County"," New York",62784
"1255","36081129104","Census Tract 1291.04, Queens County, New York","Census Tract 1291.04"," Queens County"," New York",81518
"1256","36081130100","Census Tract 1301, Queens County, New York","Census Tract 1301"," Queens County"," New York",82833
"1257","36081133300","Census Tract 1333, Queens County, New York","Census Tract 1333"," Queens County"," New York",94764
"1258","36081133900","Census Tract 1339, Queens County, New York","Census Tract 1339"," Queens County"," New York",116250
"1259","36081134100","Census Tract 1341, Queens County, New York","Census Tract 1341"," Queens County"," New York",85064
"1260","36081134700","Census Tract 1347, Queens County, New York","Census Tract 1347"," Queens County"," New York",67545
"1261","36081136700","Census Tract 1367, Queens County, New York","Census Tract 1367"," Queens County"," New York",73026
"1262","36081137700","Census Tract 1377, Queens County, New York","Census Tract 1377"," Queens County"," New York",67086
"1263","36081138501","Census Tract 1385.01, Queens County, New York","Census Tract 1385.01"," Queens County"," New York",93287
"1264","36081138502","Census Tract 1385.02, Queens County, New York","Census Tract 1385.02"," Queens County"," New York",NA
"1265","36081139900","Census Tract 1399, Queens County, New York","Census Tract 1399"," Queens County"," New York",102500
"1266","36081140300","Census Tract 1403, Queens County, New York","Census Tract 1403"," Queens County"," New York",78125
"1267","36081140901","Census Tract 1409.01, Queens County, New York","Census Tract 1409.01"," Queens County"," New York",90000
"1268","36081140902","Census Tract 1409.02, Queens County, New York","Census Tract 1409.02"," Queens County"," New York",101786
"1269","36081141700","Census Tract 1417, Queens County, New York","Census Tract 1417"," Queens County"," New York",78047
"1270","36081142900","Census Tract 1429, Queens County, New York","Census Tract 1429"," Queens County"," New York",82552
"1271","36081143500","Census Tract 1435, Queens County, New York","Census Tract 1435"," Queens County"," New York",90833
"1272","36081144100","Census Tract 1441, Queens County, New York","Census Tract 1441"," Queens County"," New York",92361
"1273","36081144700","Census Tract 1447, Queens County, New York","Census Tract 1447"," Queens County"," New York",90938
"1274","36081145101","Census Tract 1451.01, Queens County, New York","Census Tract 1451.01"," Queens County"," New York",72143
"1275","36081145102","Census Tract 1451.02, Queens County, New York","Census Tract 1451.02"," Queens County"," New York",93793
"1276","36081145900","Census Tract 1459, Queens County, New York","Census Tract 1459"," Queens County"," New York",79083
"1277","36081146300","Census Tract 1463, Queens County, New York","Census Tract 1463"," Queens County"," New York",69386
"1278","36081146700","Census Tract 1467, Queens County, New York","Census Tract 1467"," Queens County"," New York",80536
"1279","36081147100","Census Tract 1471, Queens County, New York","Census Tract 1471"," Queens County"," New York",82130
"1280","36081147900","Census Tract 1479, Queens County, New York","Census Tract 1479"," Queens County"," New York",84507
"1281","36081148300","Census Tract 1483, Queens County, New York","Census Tract 1483"," Queens County"," New York",130230
"1282","36081150701","Census Tract 1507.01, Queens County, New York","Census Tract 1507.01"," Queens County"," New York",122656
"1283","36081150702","Census Tract 1507.02, Queens County, New York","Census Tract 1507.02"," Queens County"," New York",82500
"1284","36081152901","Census Tract 1529.01, Queens County, New York","Census Tract 1529.01"," Queens County"," New York",89609
"1285","36081152902","Census Tract 1529.02, Queens County, New York","Census Tract 1529.02"," Queens County"," New York",76750
"1286","36081155101","Census Tract 1551.01, Queens County, New York","Census Tract 1551.01"," Queens County"," New York",62993
"1287","36081155102","Census Tract 1551.02, Queens County, New York","Census Tract 1551.02"," Queens County"," New York",85278
"1288","36081156700","Census Tract 1567, Queens County, New York","Census Tract 1567"," Queens County"," New York",63594
"1289","36081157101","Census Tract 1571.01, Queens County, New York","Census Tract 1571.01"," Queens County"," New York",94420
"1290","36081157102","Census Tract 1571.02, Queens County, New York","Census Tract 1571.02"," Queens County"," New York",87750
"1291","36081157901","Census Tract 1579.01, Queens County, New York","Census Tract 1579.01"," Queens County"," New York",101250
"1292","36081157902","Census Tract 1579.02, Queens County, New York","Census Tract 1579.02"," Queens County"," New York",120284
"1293","36081157903","Census Tract 1579.03, Queens County, New York","Census Tract 1579.03"," Queens County"," New York",76094
"1294","36081161700","Census Tract 1617, Queens County, New York","Census Tract 1617"," Queens County"," New York",99500
